pfam_id,primary_role,resistant,reason
PF09142,other,no,"The domain is involved in RNA binding and stabilization, not directly related to biosynthetic functions or resistance."
PF09148,other,no,"The function of this domain is not defined, and it does not fit into the specified categories."
PF09150,other,no,"The domain is related to carotenoid binding proteins, which do not directly participate in biosynthetic processes or confer resistance."
PF09152,other,no,"The function of this domain is not described, making it difficult to assign a specific role related to biosynthesis or resistance."
PF09157,other,no,The domain is an RNA-binding domain and does not directly relate to biosynthetic functions or resistance.
PF09160,other,no,FimH is involved in adhesion rather than biosynthesis or resistance.
PF09163,other,no,"The domain is involved in electron conduction and acts as a transmembrane anchor, but does not directly relate to biosynthetic functions or resistance."
PF09167,other,no,The function of this protein family is unknown and does not directly relate to biosynthetic processes or resistance.
PF09168,other,no,The domain is involved in protein dimerization and does not directly relate to biosynthetic functions or resistance.
PF09176,other,no,"The domain is involved in a metabolic process (dehydrogenation) but does not directly relate to biosynthetic backbone assembly, tailoring, transport, or regulation."
PF09179,other,no,"TilS is involved in tRNA modification, which is not directly related to biosynthetic gene clusters."
PF09180,other,no,"ProRS-C_1 is a prolyl-tRNA synthetase, which is not directly involved in biosynthetic pathways or resistance."
PF09182,regulation,no,"The domain is involved in DNA binding and regulation of gene expression, specifically as a purine repressor."
PF09186,other,no,The domain is functionally uncharacterized and does not directly relate to biosynthetic functions or resistance.
PF09190,other,no,"The DALR domain is associated with tRNA-synthetases, which are not directly involved in biosynthetic gene clusters."
PF09194,other,no,"Endonuc-BsobI is a restriction endonuclease involved in DNA cleavage, not directly related to biosynthetic processes or resistance."
PF09195,other,no,"Endonuc-BglII is a restriction endonuclease involved in DNA cleavage, not directly related to biosynthetic pathways or resistance."
PF09203,transport,no,"MspA is a membrane porin that facilitates the entry of nutrients, but it is not directly related to resistance or self-protection."
PF09204,other,yes,"Colicin D is a bacteriocin that inactivates protein synthesis in competitors, and the immunity proteins protect the producing bacterium from its own toxin."
PF09206,tailoring,no,"The domain catalyzes the hydrolysis of specific bonds in hemicelluloses, indicating a role in modifying the product scaffold."
PF09209,regulation,yes,"CecR regulates sensitivity to antibiotics, indicating a role in resistance."
PF09212,other,no,CBM27 is a carbohydrate binding module that does not directly participate in biosynthetic processes or confer resistance.
PF09217,other,no,"The domain is involved in DNA recognition and binding, not directly related to biosynthetic processes or resistance."
PF09221,core,yes,Bacteriocin_IId peptides are antimicrobial and provide self-protection against competing bacteria.
PF09222,other,no,"The domain is a carbohydrate-specific lectin involved in adhesion, not directly related to biosynthetic processes or resistance."
PF09223,transport,yes,"ZinT is involved in zinc uptake and binding, and it helps eliminate toxic heavy metals like cadmium, indicating a role in resistance."
PF09224,other,no,"The function of this domain is not determined, and it does not fit into the specified categories."
PF09225,other,no,"Endonuc-PvuII is a restriction endonuclease involved in DNA cleavage, not directly related to biosynthetic gene clusters or resistance."
PF09226,other,no,"Endonuc-HincII is a restriction endonuclease involved in DNA cleavage, not directly related to biosynthetic pathways or resistance."
PF09228,regulation,no,The domain is a transcriptional repressor that negatively regulates gene expression.
PF09233,other,no,"Endonuc-EcoRV is a restriction endonuclease involved in DNA cleavage, not directly related to biosynthetic pathways or resistance."
PF09234,other,no,The domain is hypothetical with no described function related to biosynthetic processes.
PF09237,regulation,no,"The domain is involved in DNA binding and gene regulation, not directly in biosynthesis or resistance."
PF09239,other,no,"The domain is involved in mediating communication within the gyrase holoenzyme, which is not directly related to biosynthetic processes or resistance."
PF09242,other,no,"The domain is involved in flavin binding and electron transfer, which does not directly relate to biosynthetic functions or resistance."
PF09243,other,no,"Rsm22 is a methyltransferase involved in ribosomal function, not directly related to biosynthetic pathways or resistance."
PF09250,core,no,"Prim-Pol domains are involved in DNA synthesis, which is essential for the biosynthetic backbone assembly."
PF09258,tailoring,no,"The domain is involved in the transfer of sugars, which is a chemical modification of the product scaffold."
PF09261,other,no,"The domain is related to alpha-mannosidase, which is not directly involved in biosynthetic processes or resistance."
PF09265,other,no,The domain is involved in binding and oxidation processes related to plant cytokinin but does not directly participate in biosynthetic pathways or confer resistance.
PF09269,other,no,The domain is functionally uncharacterized and does not directly relate to biosynthetic functions or resistance.
PF09274,other,yes,"ParG is involved in plasmid partitioning and is associated with a multidrug resistance plasmid, indicating a role in resistance."
PF09277,core,no,"The domain is involved in the assembly of erythronolide synthase, which is part of the biosynthetic backbone."
PF09278,regulation,no,The domain is associated with transcriptional regulation and does not confer resistance.
PF09281,other,no,The domain is part of a DNA polymerase and does not directly relate to biosynthetic functions or resistance.
PF09282,other,no,The Mago-bind domain is involved in protein-protein interactions and does not have a direct role in biosynthesis or resistance.
PF09284,other,no,"The domain is involved in the degradation of polysaccharides, which does not fit into the core, tailoring, transport, or regulation categories."
PF09285,other,no,"The domain is involved in nucleic acid binding and is part of elongation factor P, which does not directly relate to biosynthetic gene clusters."
PF09286,other,no,The domain is related to propeptide activation and does not directly contribute to biosynthetic processes or resistance.
PF09290,other,no,"The domain is related to acetaldehyde dehydrogenase, which is not directly involved in biosynthetic processes or resistance."
PF09295,transport,no,"ChAPs are involved in the export of specialized cargo from the Golgi, indicating a transport function, but not related to resistance."
PF09296,other,no,The NUDIX-like domain is not directly involved in biosynthetic processes or resistance mechanisms.
PF09298,other,no,The domain is functionally uncharacterized and does not directly relate to biosynthetic processes or resistance.
PF09299,other,no,"The domain is associated with integrases and transposases, which are not directly involved in biosynthetic processes or resistance."
PF09308,regulation,no,"LuxQ is a sensor protein involved in regulatory processes, not directly in biosynthesis or resistance."
PF09312,other,no,"SurA_N is a chaperone domain that assists in protein folding, not directly involved in biosynthetic processes or resistance."
PF09313,other,yes,"The domain is associated with bacterial Tellurite resistance, indicating a role in self-protection."
PF09314,tailoring,no,"The domain is associated with glycosyltransferases, which are involved in modifying compounds, thus fitting the tailoring role."
PF09318,tailoring,no,"The domain is involved in glycosylation, which is a chemical modification of the product scaffold."
PF09323,other,no,"The function of this domain is not defined, and it does not directly relate to biosynthetic processes or resistance."
PF09326,other,no,This domain is part of NADH dehydrogenases and is not directly involved in biosynthetic processes or resistance.
PF09330,other,no,"The domain is related to membrane association in D-lactate dehydrogenase, which does not fit into the specified biosynthetic roles."
PF09334,other,no,"tRNA synthetases are general metabolic enzymes involved in protein synthesis, not specific to BGC function."
PF09338,other,no,"The domain is involved in general metabolic processes related to glycine and its derivatives, not specifically in biosynthetic pathways or resistance."
PF09339,regulation,no,HTH_IclR is a helix-turn-helix domain typically involved in the regulation of gene expression.
PF09343,other,no,The domain represents conserved hypothetical proteins with no specific biosynthetic function or known resistance.
PF09344,other,no,Cas proteins are associated with CRISPR systems and do not directly participate in biosynthetic processes or resistance.
PF09345,regulation,no,"SiaC is a regulatory phosphoprotein involved in protein-protein interactions and biofilm formation, not directly related to biosynthetic processes or resistance."
PF09346,regulation,yes,Involved in regulating cell-wall formation and is a primary immunity protein in bacterial toxin systems.
PF09347,other,no,"The domain is functionally uncharacterised, making it difficult to assign a specific role or resistance."
PF09348,other,no,"The domain is functionally uncharacterized, making it difficult to assign a specific role or resistance."
PF09349,other,no,"The domain is involved in purine catabolism and does not directly relate to biosynthetic backbone assembly, tailoring, transport, or regulation."
PF09351,other,no,"The domain is functionally uncharacterized, making it difficult to assign a specific role."
PF09353,other,no,"The domain is functionally uncharacterized, making it difficult to assign a specific role or resistance."
PF09355,other,no,The protein family is functionally uncharacterized and does not fit into the specified biosynthetic roles.
PF09356,other,no,The domain is associated with phage proteins and does not directly relate to biosynthetic functions or resistance.
PF09357,transport,yes,"RteC is involved in the self-transfer of tetracycline resistance elements, indicating a role in resistance."
PF09359,transport,no,"The VTC domain is associated with vacuolar transport chaperone proteins, indicating a role in transport."
PF09360,other,no,The zf-CDGSH domain is involved in iron binding and redox activity but does not directly relate to biosynthetic processes or resistance.
PF09361,other,no,Phasin_2 proteins are associated with inclusions in bacterial cells and are not directly involved in biosynthetic processes or resistance.
PF09362,other,no,The domain is functionally uncharacterized and does not fit into the specified categories.
PF09363,other,no,The domain is involved in a metabolic process but does not directly relate to biosynthetic pathways or resistance.
PF09364,other,no,The domain is involved in carbohydrate metabolism and does not directly relate to biosynthetic pathways or resistance.
PF09365,other,no,The function of this protein family is unknown and does not fit into the specified categories.
PF09366,other,no,The domain is functionally uncharacterized and does not fit into the specified categories.
PF09367,other,no,"The function of CpeS proteins is uncharacterized, making it difficult to assign a specific role related to biosynthesis or resistance."
PF09370,other,no,The domain is related to a metabolic enzyme with no direct role in biosynthesis or resistance.
PF09371,regulation,no,The Tex_N domain is involved in transcriptional regulation and is not directly related to resistance or self-protection.
PF09373,other,no,The domain is involved in binding to pseudomurein but does not directly participate in biosynthetic processes or confer resistance.
PF09374,other,no,"The domain is related to peptidoglycan binding, which does not fit into the specified biosynthetic roles."
PF09375,other,no,"The domain is a peptidase involved in protein degradation, not directly related to biosynthetic pathways or resistance."
PF09376,other,no,"NurA is a nuclease involved in DNA processing, which does not fit into biosynthetic roles or resistance."
PF09378,other,no,"The HAS-barrel is involved in the assembly of ATP synthase and related complexes, which is not specific to biosynthetic gene clusters."
PF09381,transport,no,"Porin_OmpG mediates the uptake of molecules, functioning as a channel protein in the outer membrane."
PF09382,other,no,The RQC domain is involved in DNA binding and is not directly related to biosynthetic functions or resistance.
PF09383,transport,no,"The domain is part of ABC transporter proteins involved in substrate binding, specifically for D-methionine transport, but does not confer resistance."
PF09385,regulation,no,"HisK_N is part of sensor histidine kinases, which are involved in regulatory functions."
PF09386,regulation,no,"ParD regulates its own promoter and inhibits toxicity, but is not directly involved in resistance or self-protection."
PF09388,regulation,no,"The domain is involved in the regulation of sporulation, which is a response to starvation, but does not confer resistance or self-protection."
PF09390,other,no,"The domain is a putative Fe-S binding reductase, which does not directly relate to biosynthetic functions or resistance."
PF09391,other,no,The function of this protein family is unknown and does not relate to biosynthetic processes or resistance.
PF09392,other,no,Type III secretion systems are involved in virulence but do not directly contribute to biosynthetic processes or resistance.
PF09393,other,no,"The domain is related to phage tail tube proteins, which do not directly participate in biosynthetic processes or resistance."
PF09394,other,no,"Chagasin is a peptidase inhibitor, which does not fit into the core, tailoring, transport, or regulation categories."
PF09397,other,no,"The FtsK_gamma domain is involved in DNA translocation and binding, which is not directly related to biosynthetic gene clusters or resistance."
PF09400,other,no,The domain is described as a family of putative cytoplasmic proteins with no specific biosynthetic function or resistance role indicated.
PF09403,other,no,"FadA is an adhesin involved in adhesion, not directly related to biosynthetic processes or resistance."
PF09406,other,no,The function of this protein family is unknown and does not relate to biosynthetic processes or resistance.
PF09407,regulation,yes,AbiEi_1 is an antitoxin in a toxin-antitoxin system that provides resistance against phage infection.
PF09411,tailoring,no,"PagL modifies lipid A by deacylation, which is a chemical modification process."
PF09412,other,no,"XendoU is an endoribonuclease involved in RNA biosynthesis, not directly related to biosynthetic pathways or resistance."
PF09413,other,no,The domain is related to signal transduction and does not directly participate in biosynthetic processes or confer resistance.
PF09414,other,no,RNA ligases are involved in RNA repair but do not directly participate in biosynthetic pathways or confer resistance.
PF09419,other,no,"PGP_phosphatase is involved in cardiolipin biosynthesis, which is not directly related to biosynthetic gene clusters or resistance."
PF09423,other,no,The domain name and description do not provide specific information about its function related to biosynthetic gene clusters.
PF09424,other,no,"The function of the YqeY domain is uncertain, and it does not fit into the specified categories for biosynthetic gene clusters."
PF09436,other,no,"The domain is involved in protein interactions and is associated with the ubiquitin modification system, but does not directly relate to biosynthetic functions or resistance."
PF09438,other,no,The domain is not directly involved in biosynthetic processes or resistance.
PF09445,tailoring,no,"The domain is involved in the methylation of RNA caps, which is a chemical modification of the product scaffold."
PF09448,other,no,"MmlI is involved in the catabolism of methyl-substituted aromatics, which does not fit into the core, tailoring, transport, or regulation categories."
PF09449,other,no,The domain is of unknown function and does not indicate a specific role in biosynthesis or resistance.
PF09450,other,no,The domain is of unknown function and does not indicate a specific role related to biosynthesis or resistance.
PF09458,other,no,"The H-type lectin domain is involved in cell recognition and carbohydrate binding, which does not relate to biosynthetic functions or resistance."
PF09459,other,no,"The domain is involved in the anaerobic degradation of hydrocarbons, which does not fit into the core, tailoring, transport, or regulation categories."
PF09471,other,no,"The domain is a metallo-endopeptidase, which does not directly relate to biosynthetic processes or resistance."
PF09476,other,no,"CpaD is involved in pilus biogenesis, which is not directly related to biosynthetic functions or resistance."
PF09479,other,no,"The domain is described as a conserved region in secreted or cell surface proteins, not directly related to biosynthetic functions or resistance."
PF09480,other,no,"PrgH is a structural component of type III secretion systems, not directly involved in biosynthesis or resistance."
PF09481,other,no,"The CRISPR_Cse1 domain is associated with the CRISPR/Cas system, which is involved in adaptive immunity in bacteria, but does not directly participate in biosynthetic processes or confer resistance."
PF09482,other,no,"The protein is involved in type III secretion systems, which are not directly related to biosynthetic gene clusters or resistance."
PF09483,other,no,"The domain is associated with type III secretion operons, but its specific function in secretion and virulence is unclear, placing it outside the defined biosynthetic roles."
PF09484,other,no,"The Cas_TM1802 domain is associated with CRISPR systems, which are involved in adaptive immunity in prokaryotes but do not directly participate in biosynthetic processes or confer resistance."
PF09485,other,no,"Cse2 is part of the CRISPR/Cas system, which is involved in adaptive immunity in bacteria, but does not directly participate in biosynthetic processes or confer resistance in the context of BGCs."
PF09486,other,no,"HrpB7 is involved in type III secretion systems, which are not directly related to biosynthetic processes or resistance."
PF09487,other,no,"HrpB2 is involved in type III secretion systems, which are not directly related to biosynthetic gene clusters."
PF09489,transport,no,"CbtB is proposed to act as a cobalt transporter involved in vitamin B12 biosynthesis, but it does not confer resistance."
PF09490,transport,no,CbtA is proposed to act as a cobalt transporter involved in vitamin B12 biosynthesis.
PF09491,other,no,Restriction endonucleases are not directly involved in biosynthetic processes or resistance mechanisms.
PF09492,other,no,Pec_lyase is involved in the breakdown of pectin and does not directly relate to biosynthetic gene clusters or resistance.
PF09493,other,no,The domain is a small hypothetical protein with no specific biosynthetic function or known resistance role.
PF09498,other,no,"The domain consists of small hypothetical proteins with unknown function, not directly related to biosynthetic processes or resistance."
PF09499,other,no,Restriction endonucleases are involved in DNA cleavage but do not directly participate in biosynthetic processes or confer resistance.
PF09500,other,no,The domain is uncharacterised and not directly linked to biosynthetic functions or resistance.
PF09501,other,no,"The domain is associated with small proteins in Bacillus, potentially involved in sporulation, but does not directly relate to biosynthetic functions or resistance."
PF09502,other,no,"HrpB4 is involved in type III secretion systems, which are not directly related to biosynthetic gene clusters or resistance."
PF09506,other,no,"The domain is a phosphatase involved in osmoprotection, not directly related to biosynthetic processes or resistance."
PF09509,other,no,The function of this protein family is unknown and it does not fit into the specified categories for biosynthetic gene clusters.
PF09511,other,no,"The domain is involved in RNA ligation and repair, which is not directly related to biosynthetic gene clusters or resistance."
PF09512,transport,no,"The protein is involved in the transport of a thiazole precursor of thiamine, but is not directly related to resistance or self-protection."
PF09515,transport,no,"Thia_YuaJ is identified as a thiamine transporter, involved in the uptake of thiamine."
PF09517,other,no,"The domain is a restriction endonuclease, which does not fit into the specified biosynthetic roles and is not related to resistance."
PF09519,other,no,"The domain is a restriction endonuclease, which does not fit into the specified biosynthetic roles and is not known for resistance."
PF09520,other,no,"TdeIII is a restriction endonuclease involved in DNA cleavage, not directly related to biosynthetic gene clusters or resistance."
PF09521,other,no,"The domain is a restriction endonuclease, which does not fit into the core, tailoring, transport, or regulation categories."
PF09523,other,no,"The domain is described as a hypothetical protein with no specific function related to biosynthesis, modification, transport, or regulation."
PF09524,other,no,The function of the domain is unknown and it is not specific to BGC function.
PF09526,other,no,The domain is a small protein family with no specific biosynthetic function or known resistance role.
PF09527,other,no,"The domain is part of an ATPase operon and is involved in ATP synthesis, not directly related to biosynthetic functions or resistance."
PF09533,other,no,The function of DUF2380 is unknown and it does not directly relate to biosynthetic processes or resistance.
PF09534,transport,no,"Predicted transmembrane protein associated with tryptophan biosynthesis, likely involved in transport."
PF09535,other,no,"The domain does not have a clear functional role related to biosynthesis, modification, transport, or regulation."
PF09536,other,no,The function of the domain is unknown and does not fit into the specified categories.
PF09537,other,no,The domain is uncharacterised with an unknown function and does not directly relate to biosynthetic processes or resistance.
PF09538,other,no,The function of members of this family is unknown and does not fit into the specified categories.
PF09539,other,no,The function of this protein family is unknown and does not directly relate to biosynthetic processes or resistance.
PF09543,other,no,The function is unknown and does not fit into the specified categories.
PF09544,other,no,The function is unknown and does not fit into the specified categories.
PF09545,other,no,"The domain is a restriction endonuclease, which does not directly relate to biosynthetic processes or resistance."
PF09546,other,no,The domain is related to sporulation and not directly involved in biosynthetic processes or resistance.
PF09548,other,no,"The domain is involved in sporulation, which is not directly related to biosynthetic functions or resistance."
PF09549,other,no,Restriction endonucleases are not directly involved in biosynthetic pathways or resistance mechanisms.
PF09550,other,no,The domain is related to phage tail assembly and does not directly contribute to biosynthetic processes or resistance.
PF09551,regulation,no,"SpoIIR is a signaling protein involved in the regulation of transcription during sporulation, not directly related to biosynthetic functions or resistance."
PF09552,other,no,"The domain is a restriction endonuclease, which does not fit into the core, tailoring, transport, or regulation categories."
PF09556,other,no,"The domain is a restriction endonuclease, which does not directly relate to biosynthetic functions or resistance."
PF09557,other,no,The domain is uncharacterized and does not have a known function related to biosynthetic processes or resistance.
PF09559,other,no,"Cas6 is involved in the CRISPR-Cas system, which is a defense mechanism but does not directly fit into the biosynthetic roles of core, tailoring, or transport."
PF09560,regulation,no,"YunB is involved in the regulation of sigmaK activation during sporulation, not in biosynthetic processes or resistance."
PF09561,other,no,"The domain is a restriction endonuclease, which does not fit into the specified biosynthetic roles."
PF09563,other,no,Restriction endonucleases are not directly involved in biosynthetic processes or resistance mechanisms.
PF09565,other,no,"The domain is a restriction endonuclease, which does not directly fit into biosynthetic roles or resistance."
PF09566,other,no,"The domain is a restriction endonuclease, which does not fit into the biosynthetic roles or resistance categories."
PF09568,other,no,"The domain is a restriction endonuclease, which does not fit into the core, tailoring, transport, or regulation categories."
PF09570,other,no,The SinI restriction endonuclease is not directly involved in biosynthetic processes or resistance.
PF09572,other,no,"The domain is a restriction endonuclease, which does not fit into the specified biosynthetic roles."
PF09578,other,no,The protein is involved in sporulation and membrane spanning but does not directly relate to biosynthetic functions or resistance.
PF09579,other,no,"The domain is associated with spore formation in bacteria, which does not directly relate to biosynthetic functions or resistance."
PF09580,other,no,The domain is related to spore proteins in Bacillus subtilis and does not have a direct role in biosynthetic processes or resistance.
PF09581,other,no,"The Spore_III_AF domain is involved in bacterial sporulation, which is not directly related to biosynthetic processes or resistance."
PF09582,other,no,The domain is associated with nitrogenase enzymes and does not directly participate in biosynthetic processes or confer resistance.
PF09583,regulation,no,"The protein is involved in the regulation of the phage shock operon in response to stress conditions, but does not confer resistance."
PF09584,other,no,"PspD is part of the phage shock regulon and its function is unknown, making it not specific to BGC function."
PF09585,other,no,The function is unknown and does not fit into the defined categories.
PF09586,other,no,The description indicates a conserved membrane protein with no direct role in biosynthesis or resistance.
PF09587,other,no,The protein is involved in capsule biosynthesis but does not directly participate in biosynthetic backbone assembly or modification.
PF09588,other,no,The YqaJ protein functions as an alkaline exonuclease and is not directly involved in biosynthetic processes or resistance.
PF09589,other,no,"HrpA_pilin is involved in the type III secretion system for injecting virulence factors, not directly related to biosynthetic processes or resistance."
PF09592,other,no,The function of DUF2031 is unknown and it does not directly relate to biosynthetic processes or resistance.
PF09594,tailoring,no,Glycosyltransferases modify the product scaffold by adding sugar moieties.
PF09600,other,no,The protein has an unknown function and is not directly related to biosynthetic processes or resistance.
PF09601,other,no,The function of DUF2459 is unknown and it does not directly relate to biosynthetic processes or resistance.
PF09602,other,no,The protein is involved in amino acid storage and is not directly related to biosynthetic processes or resistance.
PF09603,other,no,The domain is associated with proteins in Fibrobacter succinogenes but does not indicate a specific biosynthetic function or resistance.
PF09604,transport,no,"KdpF is a subunit of the K(+)-translocating Kdp complex, involved in ion transport but not directly related to resistance."
PF09605,other,no,The domain is a hydrophobic protein with no specific biosynthetic or resistance function described.
PF09607,regulation,no,"The BrkDBD is a DNA-binding domain involved in gene regulation, specifically in the Drosophila morphogen signalling pathway."
PF09608,other,no,"The domain is a predicted transmembrane protein with no specific role in biosynthesis, modification, transport, or regulation."
PF09611,other,no,"The Cas_Csy1 domain is associated with the CRISPR system, which is involved in adaptive immunity in prokaryotes, but does not directly participate in biosynthetic processes."
PF09612,other,no,The protein is uncharacterized and does not directly relate to biosynthetic functions or resistance.
PF09613,other,no,"The domain is associated with type III secretion systems, which are not directly involved in biosynthetic processes or resistance."
PF09614,other,no,"The Cas_Csy2 domain is associated with CRISPR systems, which are involved in adaptive immunity in prokaryotes, but it does not directly participate in biosynthetic processes or confer resistance."
PF09615,other,no,"The Cas_Csy3 domain is associated with the CRISPR system, which is not directly involved in biosynthetic processes or resistance."
PF09617,other,no,"The domain is associated with CRISPR proteins, which are not directly involved in biosynthetic processes or resistance."
PF09618,other,no,"The Cas_Csy4 domain is associated with the CRISPR system, which is involved in adaptive immunity in prokaryotes, but does not directly participate in biosynthetic processes."
PF09619,other,no,"YscW is a chaperone involved in the assembly of a secretion system, not directly related to biosynthetic functions or resistance."
PF09620,other,no,The domain is associated with CRISPR systems and does not directly contribute to biosynthetic functions or resistance.
PF09621,regulation,no,"LcrR is a regulator involved in the Low-Calcium Response, not directly related to biosynthetic processes or resistance."
PF09622,other,no,The domain is associated with membrane-spanning proteins but does not indicate a specific biosynthetic function or resistance.
PF09623,other,no,"The Cas_NE0113 domain is part of CRISPR-associated proteins, which are not directly involved in biosynthetic processes or resistance."
PF09626,other,no,DHC is involved in electron transfer and not directly related to biosynthetic processes or resistance.
PF09630,other,no,The function of this domain is unknown and does not indicate a specific role in biosynthesis or resistance.
PF09632,other,no,"The Rac1-binding domain is involved in binding to GTPases and disrupting host cytoskeletal functions, but it does not directly relate to biosynthetic processes or resistance."
PF09639,other,no,YjcQ's function is unknown and it is not directly related to biosynthetic processes or resistance.
PF09640,other,no,The domain is of unknown function and not specifically related to biosynthetic processes or resistance.
PF09641,other,no,The function of DUF2026 is unknown and it is not directly related to biosynthetic processes or resistance.
PF09643,other,no,YopX is a protein with a structural description and does not indicate a specific biosynthetic function or resistance role.
PF09646,other,no,"The protein is of viral origin and related to pathogenesis, not directly involved in biosynthetic functions."
PF09648,regulation,no,YycI is involved in regulating the YycG kinase and does not confer resistance.
PF09650,other,no,The domain is involved in PHA biosynthesis or utilization but does not directly participate in the biosynthetic assembly or modification of compounds.
PF09651,other,no,"The domain is associated with CRISPR systems, which are not directly involved in biosynthetic processes or resistance."
PF09652,other,no,The domain is associated with CRISPR systems and does not directly contribute to biosynthetic processes or resistance.
PF09654,other,no,The domain is a conserved hypothetical protein with no specific biosynthetic function or known resistance role.
PF09655,other,no,The function of the proteins is unknown and they are not directly involved in biosynthetic processes or resistance.
PF09656,other,no,The PGPGW domain is associated with putative Actinobacterial proteins and does not indicate a specific biosynthetic function or resistance mechanism.
PF09660,other,no,The domain is associated with a conserved gene neighborhood in various bacteria but does not indicate a specific biosynthetic function or resistance.
PF09661,other,no,"The domain is not specifically linked to biosynthetic functions, resistance, or transport."
PF09663,other,no,"The domain is a ring-opening amidohydrolase involved in hydrolysis, which does not fit into core, tailoring, transport, or regulation categories."
PF09664,other,no,The description does not indicate a specific biosynthetic function or resistance role.
PF09669,regulation,no,"The protein is suggested to be a phage regulatory protein, which fits the regulation category."
PF09670,other,no,The domain is involved in RNA interference mechanisms and is not directly related to biosynthetic processes or resistance.
PF09671,other,no,"GerQ is a spore coat protein involved in spore formation, not directly related to biosynthetic functions or resistance."
PF09673,other,no,TrbC is involved in plasmid DNA transfer and is not directly related to biosynthetic processes or resistance.
PF09674,other,no,The function of this protein family is unknown and does not relate to biosynthetic processes or resistance.
PF09676,transport,no,"TraV is part of a conjugative type IV secretion system, which is involved in the transport of molecules but not specifically related to resistance."
PF09678,other,no,"CtaG is involved in the assembly of cytochrome c oxidase, which is not directly related to biosynthetic gene clusters."
PF09680,other,no,The function is unknown and not directly related to biosynthetic processes or resistance.
PF09681,other,no,The domain is related to phage replication and does not directly contribute to biosynthetic functions or resistance.
PF09682,other,no,Holin is involved in the lysis of bacterial cells but does not directly participate in biosynthetic processes or confer resistance.
PF09683,core,yes,"Lactococcin_972 is a bacteriocin, which is a type of antimicrobial peptide that can confer resistance to competing bacteria."
PF09684,other,no,The domain is related to phage proteins and does not directly contribute to biosynthetic functions or resistance.
PF09685,other,no,"The domain is classified as 'DUF' with no specific function described, indicating it does not fit into the defined categories."
PF09686,other,no,The function of these proteins is unknown and they do not fit into the specified categories for biosynthetic gene clusters.
PF09687,other,no,"The PRESAN domain is associated with Plasmodium proteins and does not have a defined role in biosynthesis, modification, transport, or regulation related to BGCs."
PF09691,transport,no,"The domain is involved in the insertion of secretins into the outer membrane, indicating a transport function, but not directly related to resistance."
PF09693,other,no,The domain is associated with phage proteins and does not directly relate to biosynthetic functions or resistance.
PF09694,other,no,The function of this conserved hypothetical protein is unknown and does not fit into the specified categories.
PF09695,other,no,"The domain is related to a specific protein in gamma proteobacteria but does not indicate a direct role in biosynthesis, modification, transport, or regulation."
PF09697,other,no,The function of this protein family is unknown and does not relate to biosynthetic processes or resistance.
PF09698,other,no,The domain is involved in haem-binding but does not directly relate to biosynthetic processes or resistance.
PF09699,other,no,The domain is associated with haem binding and is not directly involved in biosynthetic processes or resistance.
PF09700,other,no,"Cas_Cmr3 is associated with CRISPR systems, which are not directly involved in biosynthetic processes or resistance."
PF09701,other,no,Cas_Cmr5 is associated with CRISPR systems and does not directly participate in biosynthetic processes or confer resistance.
PF09704,other,no,The Cas_Cas5d domain is associated with CRISPR systems but does not directly participate in biosynthetic processes or confer resistance.
PF09706,other,no,"The domain is associated with CRISPR proteins, which do not directly participate in biosynthetic processes or resistance."
PF09707,other,no,Cas proteins are associated with CRISPR systems and do not directly participate in biosynthetic processes or resistance.
PF09709,other,no,"The Cas_Csd1 domain is associated with CRISPR systems, which are not directly involved in biosynthetic processes or resistance."
PF09710,other,no,The function of this lipoprotein family is unknown and does not directly relate to biosynthetic processes or resistance.
PF09711,other,no,"The Cas_Csn2 domain is associated with CRISPR systems, which are involved in adaptive immunity in bacteria, but it does not directly participate in biosynthetic processes or confer resistance."
PF09712,core,no,"The domain is involved in the assembly of polyhydroxyalkanoic acids, which are biosynthetic products, indicating a core role in biosynthesis."
PF09718,other,no,The domain is associated with phage tail length control and does not directly relate to biosynthetic functions or resistance.
PF09719,other,no,"The domain is a putative redox-active protein associated with transport or oxidoreductase genes, but does not directly indicate a biosynthetic function or resistance."
PF09720,other,no,"The domain is part of a toxin-antitoxin system, which is not directly involved in biosynthetic processes or resistance."
PF09721,transport,no,"Exosortase_EpsH is involved in cell wall sorting and is an integral membrane protein, indicating a transport function, but it is not directly related to resistance."
PF09754,other,no,"PAC2 is a chaperone involved in proteasome assembly, not directly related to biosynthetic functions or resistance."
PF09764,other,no,"The domain is an amidase involved in amino acid modification, not directly related to biosynthetic gene clusters."
PF09791,other,no,"The domain is part of oxidoreductase-like proteins with an unknown function, not specifically related to biosynthetic processes or resistance."
PF09811,other,no,"The function of the Yae1_N domain is not determined, and it does not directly relate to biosynthetic processes or resistance."
PF09818,transport,no,"ABC_ATPase is part of an ATP-binding cassette transporter, which is involved in the transport of compounds but not specifically linked to resistance."
PF09819,transport,no,"This domain is part of ABC-type cobalt transport systems, which are involved in the import of cobalt, not resistance."
PF09820,other,no,The domain is a hypothetical bacterial protein with no specific biosynthetic function related to BGCs.
PF09821,other,no,The domain is associated with an ABC-transporter family but does not clearly indicate a specific transport function or resistance.
PF09822,other,no,"The domain is associated with intra-flagellar transport proteins and hypothetical proteins, not directly related to biosynthetic functions or resistance."
PF09823,other,no,The domain has no known function and does not fit into the specified categories.
PF09825,other,no,The function is unknown and does not directly relate to biosynthetic processes or resistance.
PF09826,other,no,"The beta-propeller domain is a structural motif found in various proteins, not specifically linked to biosynthetic functions or resistance."
